,paths,value,coef
0,"['CHFEUR=X', 'CHFJPY=X', 'CHFUSD=X', 'EURCHF=X', 'EURGBP=X', 'EURJPY=X', 'EURUSD=X', 'GBPCHF=X', 'GBPEUR=X', 'GBPJPY=X', 'JPYCHF=X', 'JPYEUR=X', 'JPYGBP=X', 'JPYUSD=X', 'USDEUR=X', 'USDGBP=X', 'USDJPY=X']",tensor(-3.3483),0.9983277505105844
1,"['CHFEUR=X', 'CHFGBP=X', 'CHFJPY=X', 'EURCHF=X', 'EURGBP=X', 'EURJPY=X', 'EURUSD=X', 'GBPEUR=X', 'GBPJPY=X', 'GBPUSD=X', 'JPYCHF=X', 'JPYEUR=X', 'JPYGBP=X', 'JPYUSD=X', 'USDCHF=X', 'USDEUR=X', 'USDJPY=X']",tensor(-3.3477),0.9977270864808162
