Datetime,AUDCAD=X,AUDCHF=X,AUDEUR=X,AUDGBP=X,AUDJPY=X,AUDNZD=X,AUDUSD=X,CADAUD=X,CADCHF=X,CADEUR=X,CADGBP=X,CADJPY=X,CADNZD=X,CADUSD=X,CHFAUD=X,CHFCAD=X,CHFEUR=X,CHFGBP=X,CHFJPY=X,CHFNZD=X,CHFUSD=X,EURAUD=X,EURCAD=X,EURCHF=X,EURGBP=X,EURJPY=X,EURNZD=X,EURUSD=X,GBPAUD=X,GBPCAD=X,GBPCHF=X,GBPEUR=X,GBPJPY=X,GBPNZD=X,GBPUSD=X,JPYAUD=X,JPYCAD=X,JPYCHF=X,JPYEUR=X,JPYGBP=X,JPYNZD=X,JPYUSD=X,NZDAUD=X,NZDCAD=X,NZDCHF=X,NZDEUR=X,NZDGBP=X,NZDJPY=X,NZDUSD=X,USDAUD=X,USDCAD=X,USDCHF=X,USDEUR=X,USDGBP=X,USDJPY=X,USDNZD=X
2025-04-10 23:23:00+00:00,0.8682199716567993,0.5118100047111511,0.5537700057029724,0.4790399968624115,89.59500122070312,1.0825899839401245,0.6220065951347351,1.1510000228881836,0.5893800258636475,0.6378999948501587,0.5514000058174133,103.177001953125,1.2455999851226807,0.7161272168159485,1.9518300294876099,1.6953999996185303,1.0820000171661377,0.9358000159263611,175.03700256347656,2.1147000789642334,1.2147716283798218,1.8044400215148926,1.56673002243042,0.9236699938774109,0.8649299740791321,161.697998046875,1.9536399841308594,1.1224603652954102,2.086090087890625,1.8113700151443481,1.0678999423980713,1.1559300422668457,186.9340057373047,2.2588400840759277,1.2973365783691406,0.01115499995648861,0.0096859997138381,0.005708000157028437,0.006183800287544727,0.005344000179320574,0.01208100002259016,0.006939288228750229,0.9230800271034241,0.8018500208854675,0.472680002450943,0.5105199813842773,0.44249001145362854,82.74299621582031,0.5744485259056091,1.607699990272522,1.396399974822998,0.823199987411499,0.8909000158309937,0.7708100080490112,144.10699462890625,1.7408000230789185
2025-04-10 23:53:00+00:00,0.8686599731445312,0.5108799934387207,0.5525000095367432,0.478630006313324,89.44999694824219,1.0826200246810913,0.6224712133407593,1.1505999565124512,0.5879700183868408,0.6362000107765198,0.5508000254631042,102.947998046875,1.2448999881744385,0.7163323760032654,1.9560699462890625,1.6993999481201172,1.0816999673843384,0.9369999766349792,175.0679931640625,2.118499994277954,1.218145489692688,1.8082900047302246,1.5710599422454834,0.9238499999046326,0.8660600185394287,161.76199340820312,1.957610011100769,1.1257457733154297,2.0876200199127197,1.8137999773025513,1.0666799545288086,1.1540900468826294,186.76100158691406,2.2604401111602783,1.2993931770324707,0.011172999627888203,0.009705999866127968,0.005705999676138163,0.006179599557071924,0.005348000209778547,0.012098000384867191,0.006957393139600754,0.9231299757957458,0.8022400140762329,0.4717999994754791,0.5086600184440613,0.4421600103378296,82.61299896240234,0.5749769806861877,1.6065000295639038,1.3960000276565552,0.8209199905395508,0.8883000016212463,0.7695900201797485,143.73199462890625,1.7391999959945679
2025-04-11 00:23:00+00:00,0.8656499981880188,0.5092899799346924,0.5509499907493591,0.4776799976825714,88.98400115966797,1.0801899433135986,0.6218905448913574,1.1545000076293945,0.5882099866867065,0.6365000009536743,0.5515000224113464,102.77799987792969,1.246500015258789,0.7180503606796265,1.962280035018921,1.6992000341415405,1.0821000337600708,0.9380999803543091,174.7100067138672,2.121000051498413,1.2205541133880615,1.8139100074768066,1.5702699422836304,0.9238700270652771,0.8670099973678589,161.4250030517578,1.959380030632019,1.128031611442566,2.091789960861206,1.8111200332641602,1.0654799938201904,1.1529799699783325,186.16700744628906,2.260040044784546,1.3007960319519043,0.01123099960386753,0.009723000228404999,0.005716999992728233,0.006193799898028374,0.005365000106394291,0.012136000208556652,0.006985972169786692,0.9252700209617615,0.8012300133705139,0.47143998742103577,0.5089799761772156,0.4422900080680847,82.36399841308594,0.5756389498710632,1.6080000400543213,1.3926600217819214,0.8192999958992004,0.8865000009536743,0.7687600255012512,143.1439971923828,1.7372000217437744
2025-04-11 00:53:00+00:00,0.8661999702453613,0.5081200003623962,0.5488799810409546,0.4767400026321411,89.04199981689453,1.0800100564956665,0.621357262134552,1.1539000272750854,0.5864800214767456,0.6338000297546387,0.5504000186920166,102.7770004272461,1.2458000183105469,0.7170155048370361,1.9664100408554077,1.7034000158309937,1.0801000595092773,0.9383999705314636,175.2209930419922,2.125,1.2224490642547607,1.8208400011062622,1.5773299932479858,0.9251999855041504,0.8688300251960754,162.13600158691406,1.9665000438690186,1.1310937404632568,2.095439910888672,1.8152999877929688,1.064810037612915,1.1509499549865723,186.5959930419922,2.2634100914001465,1.3015409708023071,0.011226000264286995,0.009724000468850136,0.005702999886125326,0.006167599931359291,0.00535399978980422,0.012129999697208405,0.0069757383316755295,0.9250699877738953,0.8018400073051453,0.47012999653816223,0.5082399845123291,0.4415000081062317,82.42500305175781,0.5750762224197388,1.6093800067901611,1.394670009613037,0.8180299997329712,0.8841000199317932,0.7683200240135193,143.35400390625,1.7388999462127686
2025-04-11 01:23:00+00:00,0.8683800101280212,0.510699987411499,0.5510200262069702,0.4784199893474579,89.41100311279297,1.078909993171692,0.6228899359703064,1.1505999565124512,0.5879600048065186,0.6342999935150146,0.550599992275238,102.94499969482422,1.2408000230789185,0.7169691920280457,1.9562599658966064,1.6993999481201172,1.0785000324249268,0.9365000128746033,175.052001953125,2.1113998889923096,1.2192147970199585,1.8137400150299072,1.5751999616622925,0.926360011100769,0.8683199882507324,162.17999267578125,1.9570200443267822,1.1301988363265991,2.088589906692505,1.813979983329773,1.0667699575424194,1.1515100002288818,186.76499938964844,2.2535200119018555,1.301100730895996,0.011175000108778477,0.009707999415695667,0.0057069999165833,0.006162999663501978,0.00534699996933341,0.012060999870300293,0.006963884923607111,0.9263399839401245,0.8047999739646912,0.4732699990272522,0.5106099843978882,0.44345998764038086,82.86000061035156,0.5774338841438293,1.6054199934005737,1.394760012626648,0.8202000260353088,0.8848000168800354,0.7685800194740295,143.59800720214844,1.7317999601364136
2025-04-11 01:53:00+00:00,0.8689900040626526,0.5119699835777283,0.5518900156021118,0.4792400002479553,89.56300354003906,1.0792100429534912,0.6238069534301758,1.1502000093460083,0.589139997959137,0.6351000070571899,0.5511999726295471,103.05500030517578,1.2409000396728516,0.7176690101623535,1.9514100551605225,1.6964000463485718,1.0779000520706177,0.9359999895095825,174.89700317382812,2.1080000400543213,1.217893362045288,1.8108799457550049,1.57368004322052,0.9272400140762329,0.868369996547699,162.1959991455078,1.954360008239746,1.1295605897903442,2.0851199626922607,1.8121299743652344,1.0677399635314941,1.1513500213623047,186.77099609375,2.2506799697875977,1.3003901243209839,0.011164000257849693,0.009700999595224857,0.005713000427931547,0.006165999919176102,0.005350000225007534,0.012054000049829483,0.006962527520954609,0.9259999990463257,0.8049499988555908,0.4742400050163269,0.5103099942207336,0.44405001401901245,82.96800231933594,0.577734112739563,1.603060007095337,1.393399953842163,0.8210899829864502,0.8852999806404114,0.7689999938011169,143.62600708007812,1.7309000492095947
2025-04-11 02:23:00+00:00,0.8698899745941162,0.5119199752807617,0.5519899725914001,0.47944000363349915,89.5790023803711,1.0795199871063232,0.6246876120567322,1.1490000486373901,0.5884299874305725,0.6342999935150146,0.5509999990463257,102.96299743652344,1.239799976348877,0.7178802490234375,1.9518300294876099,1.6986000537872314,1.0779999494552612,0.9368000030517578,174.9530029296875,2.108799934387207,1.2199734449386597,1.810539960861206,1.5751899480819702,0.9269400238990784,0.8689200282096863,162.20799255371094,1.9546799659729004,1.1316057443618774,2.083669900894165,1.8127100467681885,1.0667699575424194,1.1504700183868408,186.677001953125,2.2497599124908447,1.301676630973816,0.01116199977695942,0.009709999896585941,0.005710999947041273,0.006163999903947115,0.0053530000150203705,0.012054000049829483,0.006971701979637146,0.9255499839782715,0.805649995803833,0.47415000200271606,0.5102499723434448,0.44429001212120056,82.97000122070312,0.578569769859314,1.6008000373840332,1.392989993095398,0.8196899890899658,0.8837000131607056,0.7682399749755859,143.43699645996094,1.7283999919891357
2025-04-11 02:53:00+00:00,0.8705300092697144,0.512969970703125,0.5525799989700317,0.4797700047492981,89.76699829101562,1.0799599885940552,0.6251953840255737,1.1478999853134155,0.5891799926757812,0.6347000002861023,0.5509999990463257,103.10099792480469,1.2391999959945679,0.7177205085754395,1.9471900463104248,1.6959999799728394,1.0770000219345093,0.9352999925613403,174.9530029296875,2.1043999195098877,1.2179675102233887,1.8086800575256348,1.574530005455017,0.9279900193214417,0.8684499859809875,162.37399291992188,1.953279972076416,1.1307101249694824,2.0824201107025146,1.8131099939346313,1.0685100555419922,1.1512000560760498,186.9550018310547,2.2493600845336914,1.3015241622924805,0.011133000254631042,0.009695000015199184,0.005710999947041273,0.006158400326967239,0.005344000179320574,0.012028999626636505,0.006960685830563307,0.9253000020980835,0.8058800101280212,0.47494998574256897,0.5098999738693237,0.44437000155448914,83.10700225830078,0.5787706971168518,1.5994999408721924,1.3933000564575195,0.8210399746894836,0.8844000101089478,0.7683299779891968,143.66400146484375,1.7278000116348267
2025-04-11 03:23:00+00:00,0.8690999746322632,0.5118600130081177,0.5515000224113464,0.4791400134563446,89.60399627685547,1.0788500308990479,0.6252070665359497,1.149899959564209,0.5888699889183044,0.6345000267028809,0.5511000156402588,103.06999969482422,1.2400000095367432,0.71893310546875,1.9521700143814087,1.6972999572753906,1.0774999856948853,0.9362000226974487,174.98899841308594,2.1073999404907227,1.2207776308059692,1.812019944190979,1.5750399827957153,0.9276900291442871,0.868690013885498,162.36199951171875,1.9548799991607666,1.13275945186615,2.0856199264526367,1.8129700422286987,1.0677399635314941,1.1507799625396729,186.88400268554688,2.250269889831543,1.3034580945968628,0.011156000196933746,0.009696999564766884,0.005708000157028437,0.006158499512821436,0.0053460001945495605,0.012040000408887863,0.006974765565246344,0.926609992980957,0.8054699897766113,0.4744099974632263,0.510670006275177,0.4441800117492676,83.03600311279297,0.5793743133544922,1.5994700193405151,1.3909499645233154,0.8191499710083008,0.8827999830245972,0.7671899795532227,143.37399291992188,1.7259999513626099
2025-04-11 03:53:00+00:00,0.8705800175666809,0.5106099843978882,0.5501499772071838,0.4773100018501282,89.46800231933594,1.0774500370025635,0.6250781416893005,1.1480000019073486,0.5865100026130676,0.6319000124931335,0.5497000217437744,102.75499725341797,1.236199975013733,0.7177720069885254,1.9566800594329834,1.7037999629974365,1.0772000551223755,0.9373999834060669,175.17999267578125,2.1092000007629395,1.2235708236694336,1.8166799545288086,1.5815800428390503,0.927869975566864,0.8702700138092041,162.552001953125,1.9576400518417358,1.135589361190796,2.0872199535369873,1.817370057106018,1.0659799575805664,1.1488200426101685,186.75999450683594,2.2490999698638916,1.30451238155365,0.011171000078320503,0.009726000018417835,0.005702999886125326,0.0061511998064816,0.005348999984562397,0.012040000408887863,0.006983825471252203,0.9274600148200989,0.8078299760818481,0.47387999296188354,0.5093299746513367,0.4444600045681,83.0250015258789,0.5801137089729309,1.5997999906539917,1.3932000398635864,0.8172799944877625,0.8805999755859375,0.766569972038269,143.18800354003906,1.7237999439239502
